LCT_Connections,Category,Type,Import,Export,LicenceArea,FunctionalLocation,SecondarySubstationAlias,Status,Primary_FunctionalLocation,PrimaryFeeder,Latitude,Longitude,geopoint,LocalAuthority
6,Demand,EV Charging Point,42,0,South Eastern Power Networks (SPN),SPN-S000000121594,1121594,Connected,SPN-S000000008445,DA8445 NORTH CHESSINGTON 11KV,,,"51.3644735758943, -0.299437389284671",Kingston upon Thames London Boro
8,Demand,EV Charging Point,55.94,0,South Eastern Power Networks (SPN),SPN-S000000311715,1311715,Connected,SPN-S000000008508,GC8508 CHATHAM WEST 11KV,,,"51.3769547119395, 0.522589323315652",Medway (B)
6,Demand,EV Charging Point,42,0,South Eastern Power Networks (SPN),SPN-S000000523032,1523032,Connected,SPN-S000000008490,BC8490 SOUTHWICK 11KV,,,"50.832737038889, -0.239665105306313",Adur District
6,Demand,EV Charging Point,42.8,0,South Eastern Power Networks (SPN),SPN-S000000123593,1123593,Connected,SPN-S000000008400,DA8400 EWELL 11KV,,,"51.3496703572588, -0.252568907449805",Epsom and Ewell District (B)
7,Demand,EV Charging Point,56.37,0,South Eastern Power Networks (SPN),SPN-S000000504294,1504294,Connected,SPN-S000000008420,BD8420 HURSTPIERPOINT 11KV,,,"50.9315823147152, -0.167546698787501",Mid Sussex District
6,Demand,EV Charging Point,42.39,0,South Eastern Power Networks (SPN),SPN-S000000446022,1446022,Connected,SPN-S000000008458,EA8458 PETTS WOOD 11KV,,,"51.3853587294713, 0.08107741910438",Bromley London Boro
6,Demand,EV Charging Point,42,0,South Eastern Power Networks (SPN),SPN-S000000442808,1442808,Connected,SPN-S000000008640,JH8640 CROWBOROUGH TOWN 6.6KV,,,"51.0434154834305, 0.170249765272522",Wealden District
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000442726,1442726,Connected,SPN-S000000008454,KE8454 PADDOCK WOOD 11KV,,,"51.1732724264105, 0.389920156620426",Tunbridge Wells District (B)
9,Demand,EV Charging Point,63.35,0,South Eastern Power Networks (SPN),SPN-S000000392978,1392978,Connected,SPN-S000000008493,JD8493 STAPLEHURST 6.6KV,,,"51.1551108687885, 0.552011456613762",Maidstone District (B)
6,Demand,EV Charging Point,45.98,0,South Eastern Power Networks (SPN),SPN-S000000173196,1173196,Connected,SPN-S000000008518,DA8518 COBHAM 11KV,,,"51.3305572697325, -0.367431831710604",Elmbridge District (B)
7,Demand,EV Charging Point,49,0,South Eastern Power Networks (SPN),SPN-S000000447183,1447183,Connected,SPN-S000000008489,KB8489 SOUTH ORPINGTON 11KV,,,"51.3582086827974, 0.106097137862264",Bromley London Boro
7,Demand,EV Charging Point,49.72,0,South Eastern Power Networks (SPN),SPN-S000000523404,1523404,Connected,SPN-S000000008378,BC8378 WITHDEAN 11KV,,,"50.8489123530727, -0.146267099983808",The City of Brighton and Hove (B)
8,Demand,EV Charging Point,55.99,0,South Eastern Power Networks (SPN),SPN-S000000446439,1446439,Connected,SPN-S000000008513,AA8513 WEST WICKHAM 11KV,,,"51.3865837926854, -0.000138292504475882",Bromley London Boro
6,Demand,EV Charging Point,41.96,0,South Eastern Power Networks (SPN),SPN-S000000501361,1501361,Connected,SPN-S000000008369,BF8369 REIGATE 11KV,,,"51.2339883601135, -0.186949057850043",Reigate and Banstead District (B)
7,Demand,EV Charging Point,51.15,0,South Eastern Power Networks (SPN),SPN-S000000213265,1213265,Connected,SPN-S000000008313,DC8313 BANSTEAD 11KV,,,"51.2696005101416, -0.210939101117999",Reigate and Banstead District (B)
6,Demand,EV Charging Point,41.97,0,South Eastern Power Networks (SPN),SPN-S000000121954,1121954,Connected,SPN-S000000008506,ME8506 WALTON 11KV,,,"51.3808095486183, -0.400008407952553",Elmbridge District (B)
6,Demand,EV Charging Point,42.79,0,South Eastern Power Networks (SPN),SPN-S000000121201,1121201,Connected,SPN-S000000008411,DB8411 HAM 11KV,,,"51.4314337907033, -0.331834460883167",Richmond upon Thames London Boro
8,Demand,EV Charging Point,55.98,0,South Eastern Power Networks (SPN),SPN-S000000474852,1474852,Connected,SPN-S000000008530,JI8530 HAMPDEN PARK 11KV,,,"50.8161030844867, 0.284089941735219",Wealden District
12,Demand,EV Charging Point,86.08,0,South Eastern Power Networks (SPN),SPN-S000000394461,1394461,Connected,SPN-S000000008585,FA8585 GROVEHURST LOCAL 11KV,,,"51.3525979915243, 0.71659714188912",Swale District (B)
6,Demand,EV Charging Point,42.35,0,South Eastern Power Networks (SPN),SPN-S000000174835,1174835,Connected,SPN-S000000008495,DC8495 C.E.R.L 11KV,,,"51.3090229996024, -0.314699719578852",Mole Valley District
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000171134,1171134,Connected,SPN-S000000009309,MA9309 BYFLEET 11KV,,,"51.3310214486879, -0.541514878442682",Woking District (B)
8,Demand,EV Charging Point,56.71,0,South Eastern Power Networks (SPN),SPN-S000000501963,1501963,Connected,SPN-S000000008512,BJ8512 WEST HOATHLY 11KV,,,"51.1267145431378, -0.070118373278973",Mid Sussex District
8,Demand,EV Charging Point,56.4,0,South Eastern Power Networks (SPN),SPN-S000000521924,1521924,Connected,SPN-S000000008308,BI8308 ASHINGTON 11KV,,,"50.920282095059, -0.44765149035351",Horsham District
8,Demand,EV Charging Point,56.37,0,South Eastern Power Networks (SPN),SPN-S000000392279,1392279,Connected,SPN-S000000008529,CE8529 WATERSIDE 11KV,,,"51.2863237446028, 0.50424984845522",Maidstone District (B)
11,Demand,EV Charging Point,77.34,0,South Eastern Power Networks (SPN),SPN-S000000472860,1472860,Connected,SPN-S000000008438,JH8438 MOUNTFIELD 11KV,,,"50.9162634085312, 0.46892738473502",Rother District
10,Demand,EV Charging Point,70.36,0,South Eastern Power Networks (SPN),SPN-S000000523056,1523056,Connected,SPN-S000000008378,BC8378 WITHDEAN 11KV,,,"50.8545996150314, -0.163247445756195",The City of Brighton and Hove (B)
17,Demand,EV Charging Point,119.35,0,South Eastern Power Networks (SPN),SPN-S000000394590,1394590,Connected,SPN-S000000008643,KE8643 MEREWORTH 11KV,,,"51.2721307803367, 0.408454461125486",Tonbridge and Malling District (B)
7,Demand,EV Charging Point,48.99,0,South Eastern Power Networks (SPN),SPN-S000000501980,1501980,Connected,SPN-S000000008512,BJ8512 WEST HOATHLY 11KV,,,"51.1060371080918, -0.0855729764500213",Mid Sussex District
8,Demand,EV Charging Point,56.4,0,South Eastern Power Networks (SPN),SPN-S000000314207,1314207,Connected,SPN-S000000008498,GC8498 COBHAM 11KV,,,"51.397377085866, 0.319827513562659",Dartford District (B)
6,Demand,EV Charging Point,42,0,South Eastern Power Networks (SPN),SPN-S000000171420,1171420,Connected,SPN-S000000009353,MD9353 WEST WEYBRIDGE 11KV,,,"51.333762850732, -0.472554863557438",Woking District (B)
6,Demand,EV Charging Point,42.39,0,South Eastern Power Networks (SPN),SPN-S000000501943,1501943,Connected,SPN-S000000008532,BH8532 GATWICK AIRPORT (AF) 11KV,,,"51.1682515918473, -0.165945616717537",Reigate and Banstead District (B)
8,Demand,EV Charging Point,56.36,0,South Eastern Power Networks (SPN),SPN-S000000522324,1522324,Connected,SPN-S000000008448,BC8448 NORTH SHOREHAM 11KV,,,"50.8403984040563, -0.276503339549411",Adur District
7,Demand,EV Charging Point,48.94,0,South Eastern Power Networks (SPN),SPN-S000000171587,1171587,Connected,SPN-S000000008535,MB8535 HORSELL 11KV,,,"51.3178654733824, -0.566864665132505",Woking District (B)
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000121923,1121923,Connected,SPN-S000000008437,DB8437 MOLESEY 11KV,,,"51.393679035893, -0.403939348375789",Elmbridge District (B)
6,Demand,EV Charging Point,41.98,0,South Eastern Power Networks (SPN),SPN-S000000314081,1314081,Connected,SPN-S000000008528,KB8528 SWANLEY 11KV,,,"51.4086586615037, 0.182945671551344",Sevenoaks District
8,Demand,EV Charging Point,56.36,0,South Eastern Power Networks (SPN),SPN-S000000173336,1173336,Connected,SPN-S000000008526,MB8526 WOKING 11KV,,,"51.3296490444154, -0.578119344308669",Woking District (B)
10,Demand,EV Charging Point,76.95,0,South Eastern Power Networks (SPN),SPN-S000000311681,1311681,Connected,SPN-S000000008508,GC8508 CHATHAM WEST 11KV,,,"51.362169509472, 0.516310370220335",Medway (B)
6,Demand,EV Charging Point,42.37,0,South Eastern Power Networks (SPN),SPN-S000000522587,1522587,Connected,SPN-S000000008308,BI8308 ASHINGTON 11KV,,,"50.9240634163261, -0.447495485401041",Horsham District
6,Demand,EV Charging Point,42.36,0,South Eastern Power Networks (SPN),SPN-S000000213081,1213081,Connected,SPN-S000000008481,AA8481 SELSDON 11KV,,,"51.3177322782797, -0.0314771721010797",Tandridge District
6,Demand,EV Charging Point,42.39,0,South Eastern Power Networks (SPN),SPN-S000000211105,1211105,Connected,SPN-S000000008346,AH8346 CATERHAM 11KV,,,"51.305809273446, -0.0593051397819773",Tandridge District
10,Demand,EV Charging Point,70.34,0,South Eastern Power Networks (SPN),SPN-S000000123036,1123036,Connected,SPN-S000000008400,DA8400 EWELL 11KV,,,"51.3444923792019, -0.209412975925123",Sutton London Boro
6,Demand,EV Charging Point,58.94,0,South Eastern Power Networks (SPN),SPN-S000000314394,1314394,Connected,SPN-S000000008647,IA8647 DARTFORD 11KV,,,"51.4305288257183, 0.219151978450323",Dartford District (B)
10,Demand,EV Charging Point,70.39,0,South Eastern Power Networks (SPN),SPN-S000000501256,1501256,Connected,SPN-S000000008369,BF8369 REIGATE 11KV,,,"51.2422955660928, -0.20167900005274",Reigate and Banstead District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000171814,1171814,Connected,SPN-S000000008435,MC8435 MERROW 11KV,,,"51.2357549448501, -0.556104606325841",Guildford District (B)
11,Demand,EV Charging Point,77.32,0,South Eastern Power Networks (SPN),SPN-S000000314552,1314552,Connected,SPN-S000000008522,IA8522 SWANSCOMBE 11KV,,,"51.4519290267713, 0.28604957525151",Dartford District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000362063,1362063,Connected,SPN-S000000008302,LA8302 ASHFORD CENTRAL 6.6KV,,,"51.1356856987517, 0.848862785545964",Ashford District (B)
7,Demand,EV Charging Point,48.98,0,South Eastern Power Networks (SPN),SPN-S000000172135,1172135,Connected,SPN-S000000008382,BF8382 CRANLEIGH 11KV,,,"51.1375184632655, -0.483741905722146",Waverley District (B)
6,Demand,EV Charging Point,42.74,0,South Eastern Power Networks (SPN),SPN-S000000121956,1121956,Connected,SPN-S000000008506,ME8506 WALTON 11KV,,,"51.3675272023778, -0.409543596563978",Elmbridge District (B)
8,Demand,EV Charging Point,56.35,0,South Eastern Power Networks (SPN),SPN-S000000391428,1391428,Connected,SPN-S000000008643,KE8643 MEREWORTH 11KV,,,"51.2139784231256, 0.382418749620066",Tonbridge and Malling District (B)
6,Demand,EV Charging Point,42.4,0,South Eastern Power Networks (SPN),SPN-S000000316835,1316835,Connected,SPN-S000000008646,GA8646 LORDSWOOD,,,"51.3344446424671, 0.553215303259078",Medway (B)
9,Demand,EV Charging Point,59.58,0,South Eastern Power Networks (SPN),SPN-S000000503960,1503960,Connected,SPN-S000000008384,BJ8384 CRAWLEY INDUSTRIAL WEST 11KV,,,"51.1132151999832, -0.228352531649232",Crawley District (B)
6,Demand,EV Charging Point,41.96,0,South Eastern Power Networks (SPN),SPN-S000000311660,1311660,Connected,SPN-S000000008333,GC8333 MEDWAY 11KV,,,"51.3692860527013, 0.510978867632094",Medway (B)
6,Demand,EV Charging Point,42.39,0,South Eastern Power Networks (SPN),SPN-S000000446239,1446239,Connected,SPN-S000000008367,EA8367 ORPINGTON 11KV,,,"51.39803715325, 0.0950558090517269",Bromley London Boro
9,Demand,EV Charging Point,70.97,0,South Eastern Power Networks (SPN),SPN-S000000523064,1523064,Connected,SPN-S000000008490,BC8490 SOUTHWICK 11KV,,,"50.8412669552743, -0.238560771498196",Adur District
9,Demand,EV Charging Point,62.97,0,South Eastern Power Networks (SPN),SPN-S000000121070,1121070,Connected,SPN-S000000008325,DB8325 KINGSTON 11KV,,,"51.4269131149458, -0.301412905890571",Kingston upon Thames London Boro
9,Demand,EV Charging Point,63.36,0,South Eastern Power Networks (SPN),SPN-S000000122055,1122055,Connected,SPN-S000000008327,ME8327 CHERTSEY 11KV,,,"51.4033031846149, -0.459154579347291",Spelthorne District (B)
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000123765,1123765,Connected,SPN-S000000008398,DA8398 EPSOM 11KV,,,"51.313137330658, -0.2801593207515",Epsom and Ewell District (B)
6,Demand,EV Charging Point,42.36,0,South Eastern Power Networks (SPN),SPN-S000000341388,1341388,Connected,SPN-S000000008417,CD8417 HERNE BAY 11KV,,,"51.3603092229546, 1.09983657476587",Canterbury District (B)
8,Demand,EV Charging Point,56.8,0,South Eastern Power Networks (SPN),SPN-S000000121540,1121540,Connected,SPN-S000000008325,DB8325 KINGSTON 11KV,,,"51.3851486769511, -0.30964176800698",Kingston upon Thames London Boro
6,Demand,EV Charging Point,42.79,0,South Eastern Power Networks (SPN),SPN-S000000446699,1446699,Connected,SPN-S000000008513,AA8513 WEST WICKHAM 11KV,,,"51.3695458237678, -0.0159218431321485",Bromley London Boro
6,Demand,EV Charging Point,42.34,0,South Eastern Power Networks (SPN),SPN-S000000213348,1213348,Connected,SPN-S000000008347,AI8347 SUTTON A 11KV,,,"51.3510463804969, -0.173871814923527",Sutton London Boro
9,Demand,EV Charging Point,62.99,0,South Eastern Power Networks (SPN),SPN-S000000212111,1212111,Connected,SPN-S000000008373,AF8373 SUFFOLK ROAD 6.6KV,,,"51.4038240378349, -0.0802534372948787",Croydon London Boro
6,Demand,EV Charging Point,41.99,0,South Eastern Power Networks (SPN),SPN-S000000361146,1361146,Connected,SPN-S000000008302,LA8302 ASHFORD CENTRAL 6.6KV,,,"51.1349337995806, 0.857377369897478",Ashford District (B)
8,Demand,Heat Pump,48,0,Eastern Power Networks (EPN),EPN-R00000000L34B-000-275Z,5S0270,Connected,EPN-S0000000H5085,L34 WESTON LONGVILLE PRIMARY,,,"52.6743291154616, 1.06676754869394",Breckland District
10,Demand,Heat Pump,43.1,0,Eastern Power Networks (EPN),EPN-S0000005U1056,5U1056,Connected,EPN-S0000000H5004,H16 BUNGAY PRIMARY,,,"52.4688892557446, 1.43989627475737",South Norfolk District
8,Demand,Heat Pump,68.1,0,Eastern Power Networks (EPN),EPN-S0000004U2967,4U2967,Connected,EPN-S0000000H4054,E11 STOREYS WAY PRIMARY,,,"52.1886901661672, 0.0291568518615647",South Cambridgeshire District
6,Demand,Heat Pump,34.38,0,Eastern Power Networks (EPN),EPN-S0000005U3981,5U3981,Connected,EPN-S0000000H5080,L38 HARDINGHAM PRIMARY,,,"52.5818506493836, 0.983255908146005",South Norfolk District
10,Demand,Heat Pump,54.13,0,Eastern Power Networks (EPN),EPN-S0000005U1948,5U1948,Connected,EPN-S0000000H5064,L04 CROMER PRIMARY,,,"52.8807465771711, 1.35110571708162",North Norfolk District
8,Demand,Heat Pump,52.76,0,Eastern Power Networks (EPN),EPN-S0000005U3742,5U3742,Connected,EPN-S0000000H5040,L26 WYMONDHAM PRIMARY,,,"52.6237225201802, 1.06912836352461",South Norfolk District
6,Demand,Heat Pump,35.8,0,Eastern Power Networks (EPN),EPN-S0000006U1095,6U1095,Connected,EPN-S0000000H6053,C17 CHATTERIS PRIMARY,,,"52.4964293599484, -0.0236544090855453",Fenland District
6,Demand,Heat Pump,25.89,0,Eastern Power Networks (EPN),EPN-S0000003U0771,3U0771,Connected,EPN-S0000000H3072,A32 INGATESTONE PRIMARY,,,"51.6893538060189, 0.417800272739681",Chelmsford District (B)
6,Demand,Heat Pump,61.21,0,Eastern Power Networks (EPN),EPN-S0000004U3357,4U3357,Connected,EPN-S0000000H4012,E18 SHEPRETH PRIMARY,,,"52.1274814614775, 0.0365591164848831",South Cambridgeshire District
6,Demand,Heat Pump,36.52,0,Eastern Power Networks (EPN),EPN-S0000005U0344,5U0344,Connected,EPN-S0000000H5083,H08 ORMESBY PRIMARY,,,"52.6724489266402, 1.69901868970879",Great Yarmouth District (B)
11,Demand,Heat Pump,38.03,0,Eastern Power Networks (EPN),EPN-S0000001U2808,1U2808,Connected,EPN-S0000000H5017,D32 HACHESTON PRIMARY,,,"52.1545204628458, 1.36231102265177",East Suffolk District
12,Demand,Heat Pump,39.43,0,Eastern Power Networks (EPN),EPN-S0000003U3349,3U3349,Connected,EPN-S0000000H3063,J53 OLD RD PRIMARY,,,"51.7733903563792, 1.10389749021728",Tendring District
7,Demand,Heat Pump,56.49,0,Eastern Power Networks (EPN),EPN-R00000000L34E-000-299Z,5R7219,Connected,EPN-S0000000H5085,L34 WESTON LONGVILLE PRIMARY,,,"52.7762407857661, 0.946431034504814",Breckland District
7,Demand,Heat Pump,25.68,0,Eastern Power Networks (EPN),EPN-R00000000C16D-000-331Z,6R0944,Connected,EPN-S0000000H6070,C16 WHITTLESEY PRIMARY,,,"52.5500300371536, -0.0334502455596066",Fenland District
9,Demand,Heat Pump,55.85,0,Eastern Power Networks (EPN),EPN-S0000006U2812,6U2812,Connected,EPN-S0000000H6036,G70 KEMPSTONE PRIMARY,,,"52.7061713897315, 0.824315078406241",Breckland District
7,Demand,Heat Pump,42.25,0,Eastern Power Networks (EPN),EPN-S0000004U2983,4U2983,Connected,EPN-S0000000H4054,E11 STOREYS WAY PRIMARY,,,"52.1850023373367, 0.0257549363019253",South Cambridgeshire District
9,Demand,Heat Pump,67.95,0,Eastern Power Networks (EPN),EPN-R00000000B46C-000-180Z,4R0759,Connected,EPN-S0000000H8041,J58 SHEFFORD PRIMARY,,,"52.0570040145621, -0.30455613824589",Central Bedfordshire
7,Demand,Heat Pump,49.63,0,Eastern Power Networks (EPN),EPN-S0000008U1485,8U1485,Connected,EPN-S0000000H8028,A33 CHEDDINGTON PRIMARY,,,"51.8778465522951, -0.644307438111181",Buckinghamshire
6,Demand,Heat Pump,27.99,0,Eastern Power Networks (EPN),EPN-S0000006U2836,6U2836,Connected,EPN-S0000000H5024,L20 STODY PRIMARY,,,"52.8574912857256, 1.03802121061961",North Norfolk District
17,Demand,Heat Pump,82.49,0,Eastern Power Networks (EPN),EPN-S0000006U1289,6U1289,Connected,EPN-S0000000H6035,C19 GUYHIRN PRIMARY,,,"52.6512057279578, 0.094388903460868",Fenland District
14,Demand,Heat Pump,132,0,Eastern Power Networks (EPN),EPN-S0000001U1500,1U1500,Connected,EPN-S0000000H1026,B34 LAKENHEATH PRIMARY,,,"52.3894987283894, 0.533427119566268",West Suffolk District
16,Demand,Heat Pump,120,0,Eastern Power Networks (EPN),EPN-S0000001U1583,1U1583,Connected,EPN-S0000000H1026,B34 LAKENHEATH PRIMARY,,,"52.3893615913134, 0.531781983514651",West Suffolk District
7,Demand,Heat Pump,37.43,0,Eastern Power Networks (EPN),EPN-R00000000G13E-000-198Z,6R3842,Connected,EPN-S0000000H6075,G13 NORTHWOLD PRIMARY,,,"52.618177107576, 0.585632753341891",Breckland District
6,Demand,Heat Pump,59.7,0,Eastern Power Networks (EPN),EPN-R00000000E17A-000-226Z,4R4313,Connected,EPN-S0000000H4002,E17 BASSINGBOURN PRIMARY,,,"52.0641521749311, -0.126616666166072",South Cambridgeshire District
10,Demand,Heat Pump,39.51,0,Eastern Power Networks (EPN),EPN-S0000001U3096,1U3096,Connected,EPN-S0000000H1051,D35 TATTINGSTONE PRIMARY,,,"51.9912978273659, 1.20706370775645",Babergh District
8,Demand,Heat Pump,118.12,0,Eastern Power Networks (EPN),EPN-R00000000F03A-000-082Z,8R1545,Connected,EPN-S0000000H8168,F03 ST PAULS PRIMARY,,,"51.7907148340028, -0.511072781129623",Dacorum District (B)
10,Demand,Heat Pump,92.5,0,Eastern Power Networks (EPN),EPN-S0000004U1169,4U1169,Connected,EPN-S0000000H4061,B52 BROGBOROUGH PRIMARY,,,"52.0150532042947, -0.577864240233421",Central Bedfordshire
7,Demand,Heat Pump,74.6,0,Eastern Power Networks (EPN),EPN-S0000001U3015,1U3015,Connected,EPN-S0000000H1055,D39 MARTLESHAM PRIMARY,,,"52.0519463864887, 1.32985293047881",East Suffolk District
